,street,parish,county,host_country,host_continent,membership_duration,count
2213,RUA CORONEL RIBEIRO VIANA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2214,RUA CORONEL SANTOS PEDROSO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2215,RUA CORREEIROS 120 4 DIREITO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,21
2216,RUA CORREEIROS 120 4 DIREITO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,10
2217,RUA CORREEIROS 120 4 DIREITO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2218,RUA CORREIA TELES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2219,RUA CORREIA TELES,Amadora,Amadora,Portugal,Europe,Member for more than 2 years,2
2220,RUA CORVOS 19 S/LOJA DTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
2221,RUA CORVOS 19 S/LOJA DTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2222,RUA CORVOS 19 S/LOJA DTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2223,RUA CORVOS G,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2224,RUA COSTA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2225,RUA COSTA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2226,RUA COSTA 3,Oeiras,Oeiras,Portugal,Europe,Member for more than 2 years,1
2227,RUA COSTA DO CASTELO VILA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,17
2228,RUA COSTA DO CASTELO VILA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,13
2229,RUA COSTA DO CASTELO VILA,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
2230,RUA COSTA PINTO BL.,Monte Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
2231,RUA COTOVIAS CONDOMINIO PARADISE GARDEN,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
2232,RUA COVA DA ARROTEIA,Soupo,Alenquer,Portugal,Europe,Member for more than 2 years,1
2233,RUA COVA DA MOURA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2234,RUA COVÃO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
2235,RUA COZINHA ECONÓMICA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2236,RUA COZINHA ECONÓMICA,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 1 year,1
2237,RUA CRISÓSTOMOS,Casal da Serpigeira Nova,Torres Vedras,Portugal,Europe,Member for more than 2 years,1
2238,RUA CRUCIFIXO 6,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2239,RUA CRUZADO OSBERNO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2240,RUA CRUZ ALCÂNTARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2241,RUA CRUZ ALCÂNTARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2242,RUA CRUZ ALCÂNTARA,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
2243,RUA CRUZ ALCÂNTARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2244,RUA CRUZ DA POPA,Alcabideche,Cascais,Portugal,Europe,Member for more than 2 years,1
2245,RUA CRUZ DOS POIAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,11
2246,RUA CRUZ DOS POIAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
2247,RUA CRUZ DOS POIAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
2248,RUA CRUZEIRO 156,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2249,RUA CRUZ VERMELHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2250,RUA CUNCAS,Zambujeira,Lourinhã,Portugal,Europe,Member for more than 1 year,1
2251,RUA CUNHAL DAS BOLAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2252,RUA CURA 30,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2253,RUA CURRY CABRAL,Paço de Arcos,Oeiras,Portugal,Europe,Member for more than 2 years,1
2254,RUA DA ALEGRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
2255,RUA DA ALEGRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
2256,RUA DA ALEGRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2257,RUA DA ARREGANHA Nº2,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
2258,RUA DA ARREGANHA Nº2,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
2259,RUA DA ATALIA 110,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2260,RUA DA BEIRA,Carcavelos,Cascais,Portugal,Europe,Member for more than 2 years,1
2261,RUA DA BELA VISTA,Montoito,Lourinhã,Portugal,Europe,Member for more than 1 year,1
2262,RUA DA BELA VISTA LAPA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2263,RUA DA BEMPOSTINHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,7
2264,RUA DA BICA DE DUARTE BELO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,19
2265,RUA DA BICA DE DUARTE BELO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,15
2266,RUA DA BICA DE DUARTE BELO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,8
2267,RUA DA BICA DE DUARTE BELO,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
2268,RUA DA BICA DE DUARTE BELO,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 5 years,1
2269,RUA DA BICA DUARTE BELO N.,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2270,RUA DA BOA VISTA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2271,RUA DA BOAVISTA 62,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2272,RUA DA BOAVISTA E TRAVESSA DO MARQUÊS DE SAMPAIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,9
2273,RUA DA BOAVISTA E TRAVESSA DO MARQUÊS DE SAMPAIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2274,RUA DA BOAVISTA E TRVAVESSA DO MARQUÊS DE SAMPAIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,9
2275,RUA DA BOAVISTA E TRVAVESSA DO MARQUÊS DE SAMPAIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,7
2276,RUA DA BOAVISTA E TRVAVESSA DO MARQUÊS DE SAMPAIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,6
2277,RUA DA CAPELA,Encarnação,Mafra,Portugal,Europe,Member for more than 2 years,1
2278,RUA DA CONCEICAO,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
2279,RUA DA CONDESSA 56,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,9
2280,RUA DA CONDESSA 56,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2281,RUA DA CONDESSA 56,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2282,RUA DA CONDESSA 56,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 1 year,2
2283,RUA DA COSTA,Vermelha,Cadaval,Portugal,Europe,Member for more than 2 years,1
2284,RUA DA CRUZ DE SANTA APOLÓNIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
2285,RUA DA CRUZ DE SANTA APOLÓNIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
2286,RUA DA CRUZ DE SANTA APOLÓNIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2287,RUA DA CRUZ DE SANTA HELENA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
2288,RUA DA CRUZ DE SANTA HELENA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2289,RUA DA CRUZ DE SANTA HELENA,Lisboa,Lisboa,Switzerland,Europe,Member for more than 2 years,1
2290,RUA DA EMENDA TRAVESSA GUILHERME COSSOUL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,16
2291,RUA DA EMENDA TRAVESSA GUILHERME COSSOUL,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
2292,RUA DA EMENDA TRAVESSA GUILHERME COSSOUL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
2293,RUA DA ESCOLA,Coutada,Torres Vedras,Portugal,Europe,Member for more than 5 years,1
2294,RUA DA ESPERANÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
2295,RUA DA ESPERANÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
2296,RUA DA ESPERANÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
2297,RUA DA ESPERANÇA,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 1 year,1
2298,RUA DA ESPERANÇA,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
2299,RUA DA ESPERANÇA,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
2300,RUA DA ESPERANÇA AO CARDAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2301,RUA DA ESPERANÇA AO CARDAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2302,RUA DA FÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2303,RUA DA FONTE MURTA,Casal da Murta,Lourinhã,Portugal,Europe,Member for more than 5 years,2
2304,RUA DA GALÉ,Lisboa,Lisboa,France,Europe,Member for more than 2 years,3
2305,RUA DA GALÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2306,RUA DA GALÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2307,RUA DA GALÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2308,RUA DA GALIZA,Galiza,Cascais,Portugal,Europe,Member for more than 1 year,5
2309,RUA DA GALIZA,Galiza,Cascais,United States,North America,Member for more than 2 years,1
2310,RUA DA GRAÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2311,RUA DA GUINÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2312,RUA DA GUINÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2313,RUA DA GUINÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2314,RUA DA GUINÉ,Lisboa,Lisboa,France,Europe,Member for more than 1 year,1
2315,RUA DA HORTA SECA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2316,RUA DA HORTA SECA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2317,RUA DA HORTA SECA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2318,RUA DA JUNQUEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2319,RUA DA JUNQUEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2320,RUA DA LAPA 7,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2321,RUA DA LIBERDADE,Mucifal,Sintra,Portugal,Europe,Member for more than 2 years,2
2322,"RUA DA MADALENA,",Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2323,RUA DA MADRESSILVA,Cabriz,Sintra,Portugal,Europe,Member for more than 5 years,2
2324,RUA DAMAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2325,RUA DA METADE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
2326,RUA DA METADE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2327,RUA DA METADE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2328,RUA DAMIÃO DE GÓIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2329,RUA DA MISERICÓRDIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,9
2330,RUA DA MISERICÓRDIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
2331,RUA DA MISERICÓRDIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
2332,RUA DA MISERICÓRDIA,Lisboa,Lisboa,United States,North America,Member for more than 1 year,1
2333,RUA DA NORTEJO PARQUE RESIDENCIAL,Alverca do Ribatejo,Vila Franca de Xira,Portugal,Europe,Member for more than 1 year,1
2334,RUA DANÚBIO LOTE,Lisboa,Lisboa,Brazil,South America,Member for more than 2 years,2
2335,RUA DANÚBIO LOTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2336,RUA DA OLIVEIRA AO CARMO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,32
2337,RUA DA OLIVEIRA AO CARMO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,16
2338,RUA DA OLIVEIRA AO CARMO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,8
2339,RUA DA OLIVEIRA AO CARMO,Lisboa,Lisboa,Brazil,South America,Member for more than 5 years,1
2340,RUA DA OLIVEIRA AO CARMO,Lisboa,Lisboa,United States,North America,Member for more than 1 year,1
2341,RUA DA PALMA,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
2342,RUA DA PALMEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2343,RUA DA PASCOA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2344,RUA DA PAZ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2345,RUA DA PEDREIRA,Casais de Monte Bom,Mafra,Portugal,Europe,Member for more than 5 years,1
2346,RUA DA PLAMA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2347,RUA DA PRAIA DE AMANHA,A dos Cunhados,Torres Vedras,Portugal,Europe,Member for more than 1 year,1
2348,RUA DA PRAIA PEQUENA,Praia das Maçãs,Sintra,Portugal,Europe,Member for more than 2 years,3
2349,RUA DA PRATA 242,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
2350,RUA DA PRATA 242,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2351,RUA DA QUINTA DAS ALFAZEMAS,Mafra,Mafra,Portugal,Europe,Member for more than 2 years,1
2352,RUA DA QUINTA DAS ALFAZEMAS,Mafra,Mafra,Portugal,Europe,Member for more than 5 years,1
2353,RUA DA REGUEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2354,RUA DA REQUEIJADA,Janas,Sintra,Portugal,Europe,Member for more than 5 years,1
2355,RUA DA ROSA 188,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
2356,RUA DA ROSA 188,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2357,RUA DA ROSA 188,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2358,RUA DAS ACACIAS,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
2359,RUA DA SAUDADE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2360,RUA DAS BARRACAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,8
2361,RUA DAS BARRACAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,6
2362,RUA DAS BARRACAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
2363,RUA DAS BARRACAS,Lisboa,Lisboa,France,Europe,Member for more than 1 year,1
2364,RUA DAS BEATAS 10,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
2365,RUA DAS BEATAS 10,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
2366,RUA DAS BEATAS 10,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2367,RUA DAS BEATAS 10,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2368,RUA DAS CANASTRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,9
2369,RUA DAS CANASTRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,6
2370,RUA DAS CANASTRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2371,RUA DAS CANASTRAS,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
2372,RUA DAS CARAVELAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2373,RUA DAS CARAVELAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2374,RUA DA SENHORA GLORIA GRAÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2375,RUA DAS FLORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
2376,RUA DAS FLORES,Estoril,Cascais,Portugal,Europe,Member for more than 5 years,1
2377,RUA DAS FLORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2378,RUA DAS FONTAINHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2379,RUA DAS FONTAÍNHAS SÃO LOURENÇO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,9
2380,RUA DAS FONTAÍNHAS SÃO LOURENÇO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
2381,RUA DAS FONTAÍNHAS SÃO LOURENÇO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2382,RUA DAS FONTES,Toxofal de Cima,Lourinhã,Portugal,Europe,Member for more than 5 years,1
2383,RUA DAS LOMBAS BLOCO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,3
2384,RUA DAS LOMBAS BLOCO,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
2385,RUA DAS MERCÊS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
2386,RUA DAS MERCÊS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2387,RUA DAS MERCÊS,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 2 years,1
2388,RUA DAS PALMEIRAS,Quinta da Marinha,Cascais,Portugal,Europe,Member for more than 2 years,1
2389,RUA DAS PALMEIRAS,Quinta da Marinha,Cascais,Portugal,Europe,Member for more than 5 years,1
2390,RUA DAS PEDRAS NEGRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,7
2391,RUA DAS PEDRAS NEGRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
2392,RUA DAS PEDRAS NEGRAS,Lisboa,Lisboa,Turkey,Asia,Member for more than 2 years,1
2393,RUA DAS PISCINAS,Quinta da Marinha,Cascais,Portugal,Europe,Member for more than 2 years,3
2394,RUA DAS PRAÇAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2395,RUA DAS ROSAS,Cesaredas,Lourinhã,Portugal,Europe,Member for more than 2 years,1
2396,RUA DAS SALGADEIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,7
2397,RUA DAS SALGADEIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
2398,RUA DAS SILVEIRAS,Terrugem,Sintra,Portugal,Europe,Member for more than 1 year,1
2399,RUA DAS TRINAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2400,RUA DA TORRE,Cascais,Cascais,Portugal,Europe,Member for more than 1 year,1
2401,RUA DAVID DE SOUSA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2402,RUA DAVID LOPES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2403,RUA DAVID LOPES,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 1 year,1
2404,RUA DE ANDALUZ,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2405,RUA DE ANDALUZ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2406,RUA DE ARROIOS 168,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2407,RUA DE ARROIOS 168,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2408,RUA DE BELÉM,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,7
2409,RUA DE MACAU,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2410,RUA DE MACAU,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2411,RUA DE MARTIM VAZ,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2412,RUA DE OLIVEIRA AO CARMO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2413,RUA DEPÓSITO,Alcoitão,Cascais,Portugal,Europe,Member for more than 2 years,1
2414,RUA DEPÓSITOS DA ÁGUA,Praia das Maçãs,Sintra,Portugal,Europe,Member for more than 2 years,1
2415,RUA DEPÓSITOS DA ÁGUA,Praia das Maçãs,Sintra,Portugal,Europe,Member for more than 5 years,1
2416,RUA DE SANTA ENGRÁCIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
2417,RUA DE SANTA ENGRÁCIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2418,RUA DE SANTANA À LAPA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2419,RUA DE SANTO ESTÊVÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,9
2420,RUA DE SANTO ESTÊVÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
2421,RUA DE SANTO ESTÊVÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2422,RUA DE SANTO ESTÊVÃO,Lisboa,Lisboa,Germany,Europe,Member for more than 2 years,1
2423,RUA DE SAO BENTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2424,RUA DE SAO BENTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2425,RUA DE SÃO BERNARDO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2426,RUA DE SÃO BERNARDO,Lisboa,Lisboa,France,Europe,Member for more than 1 year,1
2427,RUA DE SÃO BERNARDO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2428,RUA DE SÃO BOAVENTURA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,16
2429,RUA DE SÃO BOAVENTURA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2430,RUA DE SÃO BOAVENTURA,Lisboa,Lisboa,Switzerland,Europe,Member for more than 2 years,2
2431,RUA DE SÃO BOAVENTURA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2432,RUA DE SÃO GENS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2433,RUA DE SÃO JOÃO,Paço de Arcos,Oeiras,Portugal,Europe,Member for more than 2 years,1
2434,RUA DE SÃO JULIÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,10
2435,RUA DE SÃO JULIÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,8
2436,RUA DE SÃO JULIÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,7
2437,RUA DE SÃO JULIÃO,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
2438,RUA DE SÃO MARÇAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,8
2439,RUA DE SÃO MARÇAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2440,RUA DE SÃO MARÇAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2441,RUA DE SÃO MIGUEL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,28
2442,RUA DE SÃO MIGUEL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,8
2443,RUA DE SÃO MIGUEL,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
2444,RUA DE SÃO MIGUEL,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2445,RUA DE SÃO NICOLAU,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2446,RUA DE SÃO NICOLAU,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2447,RUA DE SAO PAULO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2448,RUA DE SÃO PAULO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,14
2449,RUA DE SÃO PAULO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,10
2450,RUA DE SÃO PAULO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,7
2451,RUA DE SÃO PEDRO MÁRTIR,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,7
2452,RUA DE SÃO PEDRO MÁRTIR,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
2453,RUA DE SÃO PEDRO MÁRTIR,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2454,RUA DE SÃO PEDRO MÁRTIR,Lisboa,Lisboa,United States,North America,Member for more than 2 years,1
2455,RUA DE SÃO SEBASTIÃO,Colares,Sintra,Portugal,Europe,Member for more than 1 year,1
2456,RUA DE SÃO SEBASTIÃO,Colares,Sintra,Portugal,Europe,Member for more than 2 years,1
2457,RUA DE SÃO TIAGO,Cascais,Cascais,United States,North America,Member for more than 2 years,1
2458,RUA DE SAPADORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2459,RUA DESCOBRIMENTOS,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
2460,RUA DE S. MAMEDE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2461,RUA DE SOL SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2462,RUA DESTERRO 9,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2463,RUA DETIMOR,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2464,RUA DETRÁS DOS QUINTAIS,Mafra,Mafra,Portugal,Europe,Member for more than 2 years,1
2465,RUA DIAMANTINO TOJAL,Praia das Maçãs,Sintra,Portugal,Europe,Member for more than 5 years,1
2466,RUA DIOGO BERNARDES,Amadora,Amadora,Portugal,Europe,Member for more than 2 years,1
2467,RUA DIOGO BERNARDES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2468,RUA DIOGO CÃO,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
2469,RUA DIOGO CÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2470,RUA DIOGO DO COUTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
2471,RUA DIREITA,Bairro da Martinha,Cascais,Portugal,Europe,Member for more than 5 years,1
2472,RUA DIREITA,Cachoeiras,Vila Franca de Xira,Portugal,Europe,Member for more than 5 years,1
2473,RUA DIREITA DE PALMA BAIXO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2474,RUA DO ARCO CEGO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2475,RUA DO BAIRRO,Tagarro,Azambuja,Portugal,Europe,Member for more than 2 years,2
2476,RUA DO BARAO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2477,RUA DO BARRO,Ribamar,Mafra,Portugal,Europe,Member for more than 1 year,1
2478,RUA DO BENFORMOSO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2479,RUA DO BENFORMOSO,Lisboa,Lisboa,Germany,Europe,Member for more than 5 years,1
2480,"RUA DO BENFORMOSO, NºS",Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2481,RUA DO CABO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
